,BTC,ETH,USDT,XRP,BNB,SOL,USDC,DOGE,TRX,ADA,STETH,WBTC,LEO,AVAX,LINK,SUI,XLM,SHIB,HBAR,WSTETH,USDS,TON,BCH,LTC,DOT,BGB,BSC-USD,USDE,WETH,XMR,WEETH,UNI,PEPE,OKB,CBBTC,DAI,APT,ONDO,GT,TKX,NEAR,ICP,CRO,ETC,MNT,AAVE,SUSDE,TAO,VET,KAS,RENDER,ATOM,LBTC,ENA,FTN,FDUSD,FIL,ALGO,POL,TIA,ARB,JLP,SOLVBTC,KCS,FET,XDC,MKR,OP,JUP,BNSOL,FLR,BONK,NEXO,QNT,RSETH,WLD,STX,EOS,SEI,PYUSD,DEXE,CRV,INJ,RETH,JASMY,XAUT,GRT
STETH,0.810666933096634,0.9996217660190103,0.1914059789924385,0.5812480813414672,0.6629649023132148,0.7123644569640539,0.0327567338188661,0.7165690672036764,0.16562104521917168,0.6649781202834851,1.0,0.8145388578318927,0.4277314523011895,0.7676533300743439,0.7348559312457236,0.6682556022020022,0.4349535008079759,0.7094455976988274,0.4080499383208133,0.9938923839637865,0.05344771091602872,0.6419118278967055,0.7413168078058685,0.6133639943261552,0.7071146210664098,0.3915469808101174,0.08774334865650993,0.2525799620707956,0.9984707275474455,0.41368611062169924,0.998989064860515,0.8189069528311658,0.6294324470727373,0.5316615359917953,0.8117271183111144,0.03219486424003702,0.7186180831227836,0.7057424007581704,0.6623565360929973,0.3129838571258858,0.7646452092868555,0.729114341109711,0.5568917317690726,0.8390801293138999,0.6436538700568787,0.7996235154404004,0.1670889514302474,0.6974155800054891,0.6167765288164239,0.6303583797949646,0.7395071126884248,0.6800896629323173,0.8171126374504969,0.695700901450028,0.24427778770638353,0.05456437450848909,0.7947655700871123,0.5912643833751813,0.7664784103546483,0.6361313215869557,0.8613359667580929,0.7583272080509906,0.8152871996481504,0.6644540245749087,0.7695410219471591,0.33554890274213905,0.6093273937235615,0.8142115234870271,0.5490079048339417,0.7158582761016284,0.5354191042153467,0.6023038785074619,0.825307939344526,0.5991907060540695,0.9963638865253129,0.7041062397931976,0.7850120000401299,0.5997953069037999,0.7081453778928768,-0.11034677843138632,0.2810453608579046,0.6730907550611762,0.7619181197740693,0.9978419420364653,0.6188708768549296,0.026361768233028784,0.7747732075037501
WBTC,0.997726864205168,0.8155025992101755,0.18303828191267557,0.58953391253904,0.5873765247244283,0.7586936471047108,0.022124630891217953,0.8240561353104182,0.1589146193161521,0.6573987845625486,0.8145388578318927,1.0,0.4786293168475181,0.726934862671035,0.6579870933623011,0.6489524069119262,0.40174178494551177,0.7160652899368274,0.39302239016516216,0.8095041426749559,0.005264748209337613,0.5064549874017845,0.7220430952221316,0.5321352708371997,0.6158669138103713,0.39028993091893255,0.07810237220984498,0.27233660025930034,0.8175727830822654,0.37555572583623215,0.8161288657629949,0.6909162779590062,0.6514101583793607,0.5208636857494431,0.9977946447106611,0.0734398956825359,0.6887949693297925,0.7394215473820784,0.6382898743819321,0.26368393288762043,0.7292530517113387,0.6606756104128744,0.6725512728971594,0.6877413996422024,0.518933385038875,0.6394972277597442,0.11582524807173634,0.6924726798532945,0.5907946032053313,0.5600923669089433,0.763802017087172,0.6011405699009645,0.9908897607028845,0.5749837077446837,0.3203537437989278,0.053380586941868924,0.6713078185348225,0.6057954658855402,0.6540683698115574,0.5201889362523265,0.6871293068619071,0.7922220370703791,0.993187161174573,0.553070415871091,0.6809823945431579,0.2971862125775478,0.4559906684308818,0.6671169906680183,0.5620821243191843,0.7616688043826286,0.578355445401428,0.668249360939921,0.7624121120911178,0.49749030358449087,0.8178686846797832,0.6285337127573479,0.7651466592299034,0.5440780605813345,0.6148293347585365,-0.15086020736707623,0.2077787636851317,0.5617471069508406,0.715400603690863,0.8161377988517748,0.5485367810949978,0.03373770820383615,0.7242027365733956
LEO,0.4773075672420507,0.42561535523080174,0.1943535135909906,0.20212514773156195,0.31122347884099927,0.29237257753671725,0.021583666299699673,0.45078657780048786,0.0674552527951589,0.24950668198983383,0.4277314523011895,0.4786293168475181,1.0,0.3308316960534602,0.32895949292322496,0.3003815671344513,0.21071788561510527,0.4055154925802061,0.20777039665865565,0.41370458196089355,-0.007313261607595819,0.24997879383139673,0.4033004862961499,0.282808723047623,0.3863624438248628,0.14163966991086768,0.018423960685405097,0.16989922112316427,0.42414256898114133,0.030066751552552246,0.4231678977911528,0.374042283354566,0.34944094172022916,0.23347709463647684,0.48210808540589434,-0.08109364017924547,0.3919826166749289,0.3974465122740418,0.27914110697881156,0.12090866386605365,0.33271436848454966,0.31253304406447563,0.5252019278335389,0.4030018241382698,0.3168449511402386,0.3448819401477734,0.08602455269987938,0.29024919915932484,0.3237065761916456,0.18605080594889853,0.3724445478926709,0.3049819274727632,0.47738366556730144,0.4024418163727978,0.22682210369532713,0.05688417097675617,0.37676615472635994,0.3050732812651699,0.38419784321794276,0.2889258237900506,0.37837287580844287,0.2830512239747923,0.4837091230633381,0.304458417004347,0.30044499398697394,0.10325301315012801,0.28474197950150154,0.3762654911885352,0.1953459606155743,0.2987068008543922,0.26821838350691457,0.30578846015414424,0.4064207048932574,0.29191574921798846,0.422660768539431,0.32751000973809935,0.4000580164100394,0.2488400169743687,0.23874938555424732,-0.08183809244480231,0.11203549238881708,0.3967414241630978,0.27540777100871483,0.42336038155133904,0.24853544571271433,0.07341090564731682,0.3421940711943046
AVAX,0.7266490052544692,0.7687607900141258,0.0875384824949652,0.6710378985300087,0.6231915192768698,0.6718258424625971,0.0014165730377949483,0.7304864366544176,0.1973346572276091,0.6894218267768297,0.7676533300743439,0.726934862671035,0.3308316960534602,1.0,0.8493657836135103,0.6693988333996245,0.49155063962952544,0.7047683695452575,0.5753851439834307,0.7616683898911938,-0.0005290327509725547,0.5754158504644141,0.7364946226669217,0.6634184802998553,0.7675359054549576,0.30046744517680307,-0.02509802844904713,0.2420493258747118,0.764344028978451,0.4866753078557961,0.766767042328628,0.7355613415021506,0.557304707188402,0.4885021057988108,0.7248825261508647,0.10953662167645954,0.761077092605103,0.7354814309673521,0.5817052999565846,0.21626575312226184,0.8469735473882292,0.8753687667200777,0.5974875935804513,0.7677994893688896,0.5594822583570029,0.72087352273086,0.2199083693298837,0.6847724088233376,0.7353927411203954,0.6033391336436547,0.7961376167234046,0.7841809605819184,0.7267305819107073,0.596869667235964,0.189116518450234,0.16053458045911137,0.8264751156478314,0.7200191426369789,0.8038435458342005,0.6733918037056565,0.830369795791802,0.6906872128225153,0.7160139048633214,0.5701472609944183,0.778491933772139,0.5122749872293739,0.5751714486389796,0.7975581232690495,0.5608079180727612,0.6745452849288299,0.6360446815710917,0.5896152070448994,0.7607245271503897,0.6899346683643591,0.7650258857287153,0.7117266787103769,0.8314744439482927,0.6630758200306552,0.771586264923842,-0.06025349593416894,0.2920639267125055,0.6989086618911231,0.8287054749568366,0.7688025762783829,0.5866407119147724,0.05424602336011826,0.8389743096238963
LINK,0.6532924745507327,0.7369538943483006,0.18104582843344708,0.6483783599456188,0.5298389403485185,0.589834740138604,0.07939176876234552,0.5880069469123324,0.19317550604959852,0.6476315789068802,0.7348559312457236,0.6579870933623011,0.32895949292322496,0.8493657836135103,1.0,0.5901828632471512,0.47321012647126925,0.583729331264994,0.6505495476127849,0.7323522510837044,0.06075996181180751,0.5324227314105945,0.6679885446862249,0.6318459002605147,0.7254560299331719,0.26352106830338295,0.059667409779709676,0.25192322636831443,0.730529888352773,0.46542513645542166,0.7346372822019326,0.7360867813228247,0.44145887140825774,0.45951137764870986,0.6532239004577752,0.14947541610045356,0.6812117387804044,0.7389182776984283,0.543302862303076,0.23382679116286306,0.7672992043588421,0.79473617389937,0.4834818655357194,0.7290584396190535,0.4704179714478267,0.8084271418167428,0.25742164528992206,0.579962592425247,0.7364379182376151,0.5250026434238696,0.680128961155754,0.7261257132023723,0.6573516858903766,0.5776961858700645,0.11971149159104592,0.14508159270642626,0.7776105179347772,0.640647361373325,0.7870436274358893,0.5952047989719904,0.786708237348141,0.631789747265028,0.6499726518535349,0.547036705169218,0.7398534493378665,0.49428697848749525,0.5214554889857874,0.7597361701294612,0.46864713897468896,0.5906853913696309,0.592195446587899,0.482797542373823,0.7071630818171574,0.661338050282328,0.7299465265608478,0.6216258870101001,0.6902575339327898,0.5681788334867248,0.6630982219292212,-0.014676218141025755,0.2976413825362336,0.6747600928239027,0.756506486355072,0.7385377859204773,0.5503160018747719,0.06991457111551493,0.771768759974108
SUI,0.6536547981621508,0.6712774659246888,0.13996917300546086,0.47870940419234675,0.605453536089628,0.688143076453528,-0.00421463678723634,0.6808849883295549,0.2557410350700869,0.566105043172075,0.6682556022020022,0.6489524069119262,0.3003815671344513,0.6693988333996245,0.5901828632471512,1.0,0.3387570588776538,0.6357605666740277,0.3504527988573279,0.664315770933886,-0.034438847192887145,0.5652101925648759,0.6503856773770694,0.5425033247677702,0.579569737267826,0.26079787404317717,-0.01778077486867634,0.2274046001752996,0.6653962706531449,0.42441836227614005,0.6750184083939362,0.6148560775214811,0.5828431016793535,0.4400726127397612,0.6523829691795658,0.04231070886055749,0.6807838386322761,0.6749140386843668,0.5585530097153172,0.188145675741768,0.7150231627976313,0.647142734733762,0.46468554360903885,0.6076817324530976,0.543362514368501,0.6174997577329385,0.1296150232540003,0.6616831802413268,0.6033267283715935,0.5883495177123742,0.7726174465184618,0.5906674574325915,0.6551837616716188,0.6185791038806461,0.16689327627488312,0.10519403740436187,0.6319445348798456,0.5648488853691284,0.6013001393499268,0.5877617111006047,0.6593220059806312,0.6888391628373152,0.6409222966592634,0.4458661725247217,0.6887009780480506,0.29872882676249024,0.48251351401816556,0.6544774820259689,0.6137700780261564,0.6901527737877461,0.5161391921592431,0.6379960024195088,0.6238501385486827,0.5209628128984388,0.6790474047659649,0.6747367750252777,0.7252198092884916,0.5655369054103484,0.7229275173534052,-0.033101274129827815,0.2529334785383602,0.5315197706399267,0.7377792463007598,0.671971752206004,0.6678729284922668,-0.011374344995584157,0.7188878401636833
XLM,0.4030872655117665,0.4360481695057405,0.05441312711559012,0.6915061635436492,0.3837921000848637,0.3743413231631975,-0.0045134394588151935,0.44944676490688645,0.16773852418289162,0.5064040583511519,0.4349535008079759,0.40174178494551177,0.21071788561510527,0.49155063962952544,0.47321012647126925,0.3387570588776538,1.0,0.39530980663206117,0.5702239931558886,0.43738335845189696,0.0981459381334523,0.5019110301730549,0.43885272611525306,0.5274033806366738,0.7173737972797675,0.20601126991226745,0.08109456136426488,0.15821077359925356,0.4385307014530265,0.25325244940812264,0.4408036394273099,0.47732610592743085,0.2501559575542996,0.3825602712031782,0.3987710292112317,0.12492743169435884,0.4320888885570708,0.47962932689269683,0.41438585686409773,0.1700594672321731,0.5344992084405148,0.5586736436764578,0.3172289968599024,0.5651910373123493,0.33084806646388126,0.3464139712359253,0.18825059073758466,0.3770016293571622,0.6120161986630311,0.3773603867994127,0.4586112090452121,0.6359048025403096,0.38946180718600815,0.3670735072316591,0.011467515748663188,0.03178401478834968,0.5976258261217009,0.6388822624506771,0.6871427104159685,0.5291637161542335,0.5723714777793705,0.38393722023960464,0.40381089301101025,0.37961062776836557,0.48810987625102537,0.6533538501445288,0.2783303405239696,0.46975812984034143,0.3197656079451756,0.37632674989660064,0.6001641184687919,0.38720594257328445,0.48832332834676706,0.623909010812956,0.4366477320863925,0.44411086505724173,0.47393571356243974,0.5452177200295862,0.5366492517071141,0.039495963590621165,0.20402031716941016,0.4517159524055361,0.45230931453987233,0.4448628825338644,0.45283756880071,0.10316939073966439,0.5721555338892882
SHIB,0.7142865722391066,0.7104055180318609,0.10230739283214933,0.5307219624988426,0.5737996006336504,0.5962966576274179,-0.011198842936374883,0.8386084342765636,0.09670401964651819,0.6233972583371711,0.7094455976988274,0.7160652899368274,0.4055154925802061,0.7047683695452575,0.583729331264994,0.6357605666740277,0.39530980663206117,1.0,0.3672432656382625,0.7028809521060159,0.01596237926587517,0.5682293263778523,0.6670738093181862,0.5818141584470292,0.7424243122251896,0.2827307659481399,0.028564139856149265,0.2786984927492694,0.7112015842049924,0.35251014675125947,0.7106990933278639,0.6386089579402373,0.6476650534842816,0.49239663910836123,0.7133829915177715,0.09208945361787772,0.6521690452087642,0.635009574116544,0.5470708469590588,0.25430988386952336,0.6708023623487012,0.6938689712249974,0.569328888430265,0.712356199161824,0.5582719464899591,0.5775580179419174,0.10072551632035277,0.6481863403042818,0.5631286698146284,0.6052310198367663,0.6870170069799657,0.6973893705417478,0.7196217513354384,0.588546568295469,0.20254599136629106,0.06591880370610309,0.7237677427811715,0.6288922884817716,0.6771424684331834,0.5630643947394591,0.6869621713951601,0.6218984108505334,0.7084184506855992,0.576852728185803,0.6540635166143155,0.27087925809668734,0.42337803246752803,0.655125738212818,0.5643206115837655,0.5987508659247188,0.5269789087988883,0.6530843347470044,0.6633023921353418,0.5792475242967724,0.710904386389586,0.6434079135052554,0.7640374486486332,0.6468846327007641,0.6166082030532898,-0.13564835600377992,0.28271855641074334,0.6038388731795162,0.67786862863571,0.7138423818233898,0.526665567647819,0.050254521414118035,0.706247699176686
HBAR,0.3941475252647519,0.4088196522208528,0.03976954564471886,0.6528204668005358,0.35152398768889886,0.3453372215676437,-0.007988458481147296,0.3893349304202484,0.21917449690466304,0.4260913438214715,0.4080499383208133,0.39302239016516216,0.20777039665865565,0.5753851439834307,0.6505495476127849,0.3504527988573279,0.5702239931558886,0.3672432656382625,1.0,0.3914402141398034,0.08697949385633871,0.35904256217871017,0.44356353743152743,0.5629565791612761,0.5676731153156224,0.18633495607921643,0.04920732297460893,0.11416538444952251,0.4073817906932274,0.34796295083845435,0.40510602898593945,0.48382363729429884,0.22693497553101,0.28389857569206506,0.39329715755718697,0.08020164992222893,0.463579854064795,0.5800150344620609,0.31306223560746405,0.04265383865256513,0.5603524051905496,0.5902826887866971,0.30899011926549824,0.513922038350013,0.30876418954342805,0.4639667586407533,0.19369638156756278,0.38960263731569716,0.657176245625077,0.42546863515145017,0.4876870434498025,0.6109022048403066,0.4010975406795684,0.3525325240765951,0.012433167994035127,0.1119907075513112,0.5290857599812185,0.7041079659334757,0.6521881195037612,0.4375525619142746,0.548295037900452,0.3666177704317961,0.38408028391655885,0.3367534622976693,0.48903069804965477,0.6154129022978171,0.371455096097663,0.4983618539679329,0.2957060936947991,0.3437929307550365,0.5866478017979457,0.3425300323610561,0.46375548897315905,0.6412404439532141,0.38878055987719995,0.40092167987849586,0.46545715410719923,0.5523741325918171,0.4576267651432515,0.0398218749455035,0.26749155950919035,0.5051902540043473,0.5067840906670824,0.40731491427256183,0.3893654246430432,0.06724138280824596,0.6104636320500453
WSTETH,0.8056593153894944,0.9934558674193514,0.2132147820451689,0.579473499944117,0.6603865497993883,0.7032683247890325,0.045081687670432975,0.7112041508406057,0.16818981651903223,0.6614442260156591,0.9938923839637865,0.8095041426749559,0.41370458196089355,0.7616683898911938,0.7323522510837044,0.664315770933886,0.43738335845189696,0.7028809521060159,0.3914402141398034,1.0,0.055563682099534696,0.6387673674232376,0.7291343999209953,0.611530297813706,0.6995236994337302,0.4061155021099694,0.10220986185481457,0.26324720983627464,0.9913482352151622,0.42141702927852603,0.9936340482561637,0.8153203803984929,0.6241265491262805,0.5367089813865084,0.8061588984136987,0.050874301482563715,0.712775657554529,0.7109548819235674,0.6698690815472176,0.3234686247494478,0.7631126929545368,0.7206583042057216,0.5429262065607849,0.8277936920168129,0.6339740264312629,0.7891335984875393,0.16378458780720612,0.6978318971174498,0.6108190623088797,0.6229385731584236,0.7331634200616391,0.6732035397870858,0.8091877332754035,0.6857959798822651,0.24036883854224234,0.05283903368996736,0.7906550919410177,0.5802189952197927,0.7607440600568097,0.6387215572364291,0.8562033326316042,0.7508318880928482,0.8130789656366881,0.6529213600170066,0.7634650788300646,0.33769443534579674,0.5929161080385289,0.8090069514424932,0.5364261456660839,0.706885714620533,0.5301652542363854,0.6101873704923976,0.8225720378744268,0.5957121714394528,0.994664625345793,0.697539860152305,0.7747965210635742,0.5971733684051277,0.7052561329770116,-0.10130931455050657,0.27146126407936344,0.6705655325068323,0.7569303358993963,0.9954921374206565,0.6166402674890089,0.019723988902184877,0.7707355373045718
USDS,0.006687685587726533,0.05429229286204612,0.24451095662034822,-0.025398377896048593,0.06105669657698733,0.001984980017713645,0.19876520364654396,-0.00783064997079602,0.062383606126379686,0.007163591434932531,0.05344771091602872,0.005264748209337613,-0.007313261607595819,-0.0005290327509725547,0.06075996181180751,-0.034438847192887145,0.0981459381334523,0.01596237926587517,0.08697949385633871,0.055563682099534696,1.0,0.10378627688742745,0.08197723341775573,0.008290119655193955,0.1023355502820238,-0.04304791824745266,0.20008860182638427,0.29981246379536336,0.05221366325626199,0.07738985170446831,0.05292369324113202,0.0845272841553987,-0.011580649590847727,0.008700375762386083,0.002062553238707158,0.1339960302727192,-0.034462839933535855,0.050345619641122254,0.03275095103823713,-0.020085502881976625,0.0036405218280351538,-0.019074952417028418,-0.0399942351125858,0.05064767436452554,-0.009177814961749884,0.07691856218496411,0.196019011460372,0.09199122640725468,0.11332930886578207,0.0705467900622989,0.01545592656548192,0.05621424124190348,0.008982764330834595,0.058985358203931755,0.049174738928258806,0.07817346818537708,0.07715317333079713,0.02838024956772366,0.0639994440744652,0.07899262557627641,0.061822145330149535,0.016256399365118447,0.004360893833945642,0.06512173339383974,0.030889960629124472,0.03300479666288034,0.08070208524127132,0.027646162017108875,0.009261528957900372,-0.0006750289350442438,0.030566078525875433,0.004802400516949956,0.049286765553880396,0.07340937398289334,0.038589135061210596,0.04489249439716504,0.010337755528753177,0.07637096674312177,0.026069373542892706,0.2462113096687787,0.010301321007305037,0.02729301544601997,0.02294202683757374,0.05502893961102402,0.11631311026939561,0.029908944754237318,0.10069301766060447
TON,0.5086442428506909,0.6416656712682455,0.04258594607186587,0.4633156697013796,0.6507066570591392,0.4934152344807766,-0.06368954103929444,0.5399282487421235,0.2498129697545025,0.48004018832994333,0.6419118278967055,0.5064549874017845,0.24997879383139673,0.5754158504644141,0.5324227314105945,0.5652101925648759,0.5019110301730549,0.5682293263778523,0.35904256217871017,0.6387673674232376,0.10378627688742745,1.0,0.5529063981612842,0.5277202951506331,0.6825652038959917,0.2841384607525195,-0.06470419934653078,0.17599188440374722,0.6400554064152276,0.4534499019890792,0.6422071799647042,0.6042394159245885,0.44169727945104437,0.46820022518799037,0.5053022430867259,0.05248501946999139,0.5665678924072288,0.4893170524127257,0.5852459936549093,0.15522003358031317,0.619297486292781,0.5930542218392727,0.41067703213081624,0.6245668967793718,0.5474674063159168,0.5256915433650351,0.09320309092736807,0.5547545172262296,0.5903143809841906,0.5630090667918757,0.6002923190686084,0.6277129407488965,0.520887407222773,0.5338009059371052,0.07195350376664526,0.037640822804348335,0.6909814769818149,0.5351276114203678,0.6849640300969593,0.6552065964884398,0.6597098278176095,0.5237433556146759,0.5048016113397903,0.5397425494915365,0.6474956490105334,0.3292136513454302,0.5189771103828668,0.6136702270034803,0.4341449722780444,0.49980620305982426,0.4634605276436886,0.4666722055882739,0.6342873380866614,0.5556695767065365,0.6396892293756484,0.6581778636154438,0.6353691551496886,0.549017837699658,0.6041903200128271,-0.06396155533799895,0.2784521016169806,0.5676650827595591,0.6085349448203851,0.6405840338616458,0.5679435787073985,0.05857273007764238,0.6509001602138169
BCH,0.7231088436882268,0.7410745713999908,0.11576295545970909,0.4988461373891106,0.6608282844157807,0.6087018021176599,-0.014625488886713632,0.6820846894353358,0.30889854442450804,0.5420079245716766,0.7413168078058685,0.7220430952221316,0.4033004862961499,0.7364946226669217,0.6679885446862249,0.6503856773770694,0.43885272611525306,0.6670738093181862,0.44356353743152743,0.7291343999209953,0.08197723341775573,0.5529063981612842,1.0,0.646282630493176,0.7023195383252219,0.26876658157874683,-0.02859732447570939,0.29191324141210656,0.7377557998028688,0.45982694376411754,0.7426711954737846,0.7198479445753131,0.5378268885347013,0.5673534648644862,0.7225897026546014,0.09584547740331688,0.7503511774136166,0.6940776668161391,0.6129699398756847,0.18804216667324922,0.7360988975579447,0.7189363471830279,0.5576723502954172,0.7942238221064098,0.5140368066587074,0.6035464146201058,0.13956111383347683,0.6576808752251077,0.7220356267866113,0.5631779787737466,0.7239919162463408,0.712698619459877,0.7184275134956427,0.5406913680634671,0.24574385639792382,0.07781350046046616,0.7523819459997886,0.6022911174742621,0.7374573266227682,0.6338197115740344,0.7822612395632333,0.6017622577462783,0.7088339118451578,0.5427490124673151,0.7293692864055313,0.4116917638045022,0.5122103109367055,0.7302997205788613,0.486593073162985,0.6144394478723789,0.5925296173126379,0.532578448586695,0.6509182205478349,0.6170418987874545,0.7393624803773043,0.6678283257326924,0.778592855880154,0.6326151211463009,0.7109074245865422,-0.0740740205513993,0.28923114207694023,0.6394032179799245,0.7707560366652456,0.7429128595646669,0.6829247079179436,0.03774142220719186,0.7577757525534706
LTC,0.5364044468730442,0.6144249418484503,0.07348544444271848,0.6379832529017708,0.49897772082796166,0.47306530888959786,-0.018991356919304116,0.5574119718790626,0.20004663125429015,0.4719822348997176,0.6133639943261552,0.5321352708371997,0.282808723047623,0.6634184802998553,0.6318459002605147,0.5425033247677702,0.5274033806366738,0.5818141584470292,0.5629565791612761,0.611530297813706,0.008290119655193955,0.5277202951506331,0.646282630493176,1.0,0.7044753943748837,0.17151720515468666,-0.008053922731782638,0.24482649363968742,0.6094686915806447,0.4660783802691808,0.612955771191991,0.6056837888736119,0.4470454977694351,0.4833962840461515,0.5327092792480387,0.15376599238291638,0.6265875779954212,0.581812164387424,0.5433128238745774,0.15876464192351303,0.6722480883376586,0.6648189554754015,0.4099911105124357,0.6953481523878504,0.42449842757901396,0.5237690324356086,0.23034968524110927,0.5187179787095626,0.6495509149713993,0.5273282966801376,0.5867460524577797,0.6935439570227178,0.534355012938014,0.48216721539865276,0.17494121873958973,0.15267761547757105,0.7091345028933617,0.6380000074518399,0.6994461335682214,0.5640570401970577,0.6911858261367863,0.4747388791229996,0.5247455254110104,0.5380439385235193,0.6114354493585128,0.5329650054284686,0.4518730346413236,0.6401466208247827,0.421479621946284,0.4758133956887935,0.631565543155757,0.4494834501139774,0.6165773856388046,0.6797821328493877,0.6135665803833531,0.5582968596661803,0.6850944188353103,0.6427662217467247,0.6031277155463771,0.05550347002189726,0.28445216539035334,0.5613632863755936,0.691423340732097,0.617306792798802,0.6090325880220971,0.10247001638467712,0.6889676005643934
DOT,0.6155606225315905,0.7089299597410399,0.07258765381783747,0.6052692703481614,0.6196116134906129,0.5418062019213822,0.013593257947546412,0.6938012153966101,0.18965635757641433,0.6535722785794649,0.7071146210664098,0.6158669138103713,0.3863624438248628,0.7675359054549576,0.7254560299331719,0.579569737267826,0.7173737972797675,0.7424243122251896,0.5676731153156224,0.6995236994337302,0.1023355502820238,0.6825652038959917,0.7023195383252219,0.7044753943748837,1.0,0.2575793634753056,0.01782297045766382,0.24225570183952033,0.709363858298877,0.4248659496027083,0.7109703492865509,0.7042883233337979,0.48357225415267285,0.5839592773921688,0.6156074020180072,0.11294011022449651,0.7189204848637502,0.6535957977285527,0.5995617805282097,0.23371475058871038,0.7762709473826268,0.8077256155043445,0.5605366150592355,0.7826331248651243,0.5482423943636295,0.6166341624510656,0.18025837281400922,0.6006126526210035,0.7766267261705304,0.5945591843325962,0.6972337922144751,0.8678860344595076,0.6154925480389019,0.6108294502398679,0.12100887841637066,0.09633876361231253,0.8514683194283457,0.7356124176242979,0.8723936351635504,0.7039429953366513,0.8014670514873096,0.553061341468148,0.6147628493757727,0.5603631614377131,0.7733581006003943,0.5182971136689758,0.5284121213324622,0.7157765394581485,0.4891951787051418,0.5493126383987875,0.640578132917041,0.505838846310391,0.7024458000558237,0.7469678150720169,0.7061037010869959,0.7084133892169955,0.7761469895964954,0.7209765091449352,0.7496505519631617,-0.07280336158584422,0.28081242479904295,0.6667584942655937,0.755318369707584,0.7131428188923845,0.6635791190719317,0.05484109985561449,0.8228132287744053
BGB,0.3794841232775957,0.39089348008924263,0.013443578300134438,0.28119260986613764,0.2727497551437696,0.29758578164596056,-0.09056974523005319,0.29266631075382776,0.06288538049320874,0.26746929089374105,0.3915469808101174,0.39028993091893255,0.14163966991086768,0.30046744517680307,0.26352106830338295,0.26079787404317717,0.20601126991226745,0.2827307659481399,0.18633495607921643,0.4061155021099694,-0.04304791824745266,0.2841384607525195,0.26876658157874683,0.17151720515468666,0.2575793634753056,1.0,-0.016390538442859294,0.0013960028688930165,0.3904283442160659,0.22915780178721018,0.3917444737239885,0.33581597610427094,0.26158124862969834,0.31944331673078524,0.3775440404304516,-0.05684163673498347,0.29033315915883195,0.26817723707522956,0.432533775308813,0.4271536679466295,0.29198488658515875,0.27896436323204266,0.23979359653948767,0.30955024486405514,0.32954352391305186,0.298783260525451,-0.06370533082660446,0.2898626209203793,0.21128752848215898,0.2461819156200537,0.3373542417369375,0.2656181430498234,0.38121900919078094,0.21999280000097912,0.10296549124297093,-0.05758094539380759,0.28331731587378783,0.22105079005278216,0.26157617037556885,0.21638114684384366,0.32449227220687915,0.34224299702889915,0.37983648412435694,0.27119958802893357,0.2996374582366913,0.1330951033674647,0.1266091419443686,0.30901037002462667,0.2002982825146994,0.29913325533981694,0.23450279950837244,0.2882016768892149,0.35240844359927787,0.22668042200689634,0.3930551276042186,0.2915103200175096,0.2755838213510687,0.21918419720498428,0.21794706223787652,-0.11791839919527458,0.13422700495712742,0.2933511667345912,0.2900490471019629,0.39517996003854944,0.22740917156007237,0.030449912166250287,0.27926024423893575
BSC-USD,0.07694020887705484,0.08291737266408598,0.5629380532846693,0.026074249647749785,-0.0975955538364591,0.06527202729938471,0.846072825386185,0.042924890020404054,-0.16871765309386721,0.09043355156381626,0.08774334865650993,0.07810237220984498,0.018423960685405097,-0.02509802844904713,0.059667409779709676,-0.01778077486867634,0.08109456136426488,0.028564139856149265,0.04920732297460893,0.10220986185481457,0.20008860182638427,-0.06470419934653078,-0.02859732447570939,-0.008053922731782638,0.01782297045766382,-0.016390538442859294,1.0,0.13029326463037116,0.10716179808267089,-0.18677723500762383,0.07965518972423163,0.005413633626617244,0.020154456477006377,-0.08191692484854349,0.0771472171729431,0.05480300802822403,-0.02707445359756429,0.12278758985592768,-0.062416001591984134,0.05893191965915896,-0.06398973566518397,0.008474273386101802,0.05717235981429221,0.036301646602583296,-0.09311714246810548,0.04323709007065795,0.011130420625417725,0.07637133800233711,-0.0429306706120842,-0.0698283089276735,0.005979571451059081,-0.03753437796199731,0.09621838359641857,0.0148287449702809,-0.03925678011798407,-0.04144909371252191,-0.013421904534961664,0.04212318307068363,0.025567106346778935,0.0027535409488952775,0.04789413833508657,0.024102825961631796,0.12014683832676426,-0.03504776379641404,-0.0035894996225698033,-0.0033945626890151417,-0.06690865499726575,0.015994900930269187,-0.03288091926089009,0.05927228760789435,0.058349028880803705,0.1076141460919393,0.007269672908272266,-0.03363800741338081,0.09011005748490299,-0.005315816899089342,0.009023064497865805,-0.0303428893687972,-0.045984754327423924,0.19289034527203786,-0.09916676144597218,-0.07033837767529441,-0.07685556756864538,0.0895139527361079,0.013030108684895002,-0.049387604456371165,-0.0004121313936051821
